,date_x,ret_x,date_y,ret_y,date,ret,simp_ret
360,1990-01-31,-0.07011517,1990-01-31,-0.000534,1990-01-31,7.6430412332775,0.006389527520187954
361,1990-02-28,0.01490096,1990-02-28,0.004174,1990-02-28,7.7043367347102,0.006440934792045994
362,1990-03-30,0.02414006,1990-03-30,0.002374,1990-03-30,7.9988927590808,0.006688009481793378
363,1990-04-30,-0.0282857,1990-04-30,0.002517,1990-04-30,7.5165806334816,0.006283475922282511
364,1990-05-31,0.08893429,1990-05-31,0.014494,1990-05-31,7.3358802745289,0.006131957509575958
365,1990-06-29,-0.004196256,1990-06-29,0.010964,1990-06-29,7.6414372125354,0.006388182296356293
366,1990-07-31,-0.009402919,1990-07-31,0.011825,1990-07-31,7.4647976288646,0.006240053207622331
367,1990-08-31,-0.09190542,1990-08-31,0.003418,1990-08-31,7.4882784070362,0.006259742816488778
368,1990-09-28,-0.05384322,1990-09-28,0.008175,1990-09-28,7.0187276077419,0.005866078118386353
369,1990-10-31,-0.01250398,1990-10-31,0.011386,1990-10-31,6.7444660259385,0.005636212369390936
370,1990-11-30,0.06574359,1990-11-30,0.009566,1990-11-30,6.6513962741132,0.005558220133302649
371,1990-12-31,0.02951265,1990-12-31,0.012476,1990-12-31,5.447024659215,0.00454950493174433
372,1991-01-31,0.04907785,1991-01-31,0.008416,1991-01-31,5.8768054772784,0.0049093494571910146
373,1991-02-28,0.07584678,1991-02-28,0.006324,1991-02-28,5.7136792636828,0.004772752860783935
374,1991-03-28,0.02892273,1991-03-28,0.004789,1991-03-28,5.8870017126788,0.004917888070369303
375,1991-04-30,0.003314882,1991-04-30,0.010024,1991-04-30,5.4160648790163,0.0045235880728446975
376,1991-05-31,0.0407327,1991-05-31,0.006358,1991-05-31,5.3875033663209,0.004499679429695647
377,1991-06-28,-0.04402925,1991-06-28,0.003577,1991-06-28,5.1833265567044,0.0043287810192240705
378,1991-07-31,0.04679512,1991-07-31,0.008721,1991-07-31,5.5408068953879,0.004628015415340414
379,1991-08-30,0.0268165,1991-08-30,0.013952,1991-08-30,5.3055890495633,0.004431112682535154
380,1991-09-30,-0.01097486,1991-09-30,0.011493,1991-09-30,4.9887482442573,0.0041659437220396
381,1991-10-31,0.01781452,1991-10-31,0.01107,1991-10-31,4.786383874157,0.003996618492456916
382,1991-11-29,-0.03727527,1991-11-29,0.010648,1991-11-29,4.0632353975472,0.0033917685715658674
383,1991-12-31,0.1067778,1991-12-31,0.016358,1991-12-31,3.7165038872285,0.0031018875003265833
384,1992-01-31,-0.001182341,1992-01-31,-0.001171,1992-01-31,3.7274358136908,0.003111025738674389
385,1992-02-28,0.01335434,1992-02-28,0.00217,1992-02-28,3.8495326005148,0.0032130947921049646
386,1992-03-31,-0.02369961,1992-03-31,-0.000917,1992-03-31,4.0114669449388,0.003348482805905606
387,1992-04-30,0.01341884,1992-04-30,0.010101,1992-04-30,3.5037961150167,0.0029240969515620385
388,1992-05-29,0.006438549,1992-05-29,0.009655,1992-05-29,3.6358723358956,0.003034488380279976
389,1992-06-30,-0.01927053,1992-06-30,0.011923,1992-06-30,3.5131227451262,0.0029318919002541133
390,1992-07-31,0.03989998,1992-07-31,0.012856,1992-07-31,3.0764873768708,0.0025670286710632872
391,1992-08-31,-0.02081965,1992-08-31,0.009047,1992-08-31,3.0252721432214,0.002524240663633437
392,1992-09-30,0.01244722,1992-09-30,0.010117,1992-09-30,2.6903718748074,0.0022444916710462337
393,1992-10-30,0.01098552,1992-10-30,-0.006778,1992-10-30,2.7714911176172,0.0023122450562924612
394,1992-11-30,0.04019304,1992-11-30,-0.001683,1992-11-30,2.6695518170644,0.0022271028317375485
395,1992-12-31,0.01776835,1992-12-31,0.01023,1992-12-31,2.9240956469943,0.0024397176518651253
396,1993-01-29,0.01264374,1993-01-29,0.010609,1993-01-29,2.8629808971362,0.002388665741392959
397,1993-02-26,0.005402277,1993-02-26,0.009104,1993-02-26,2.7206668314686,0.0022697944516385515
398,1993-03-31,0.02511569,1993-03-31,0.003429,1993-03-31,2.8632056868119,0.0023888535135965228
399,1993-04-30,-0.02540042,1993-04-30,0.006525,1993-04-30,2.852814981508,0.002380173945193853
400,1993-05-28,0.02959926,1993-05-28,-0.004272,1993-05-28,2.9544784743858,0.0024650987672694136
401,1993-06-30,0.005440016,1993-06-30,0.008017,1993-06-30,2.8632056868119,0.0023888535135965228
402,1993-07-30,-0.0007919354,1993-07-30,0.001747,1993-07-30,2.8841112116871,0.002406316553303478
403,1993-08-31,0.03947853,1993-08-31,0.008658,1993-08-31,2.8625314600432,0.002388290315923358
404,1993-09-30,0.0006406775,1993-09-30,0.003775,1993-09-30,2.7817623552784,0.002320824249074871
405,1993-10-29,0.01806427,1993-10-29,0.001636,1993-10-29,2.8324834379732,0.0023631908089456477
406,1993-11-30,-0.01760636,1993-11-30,0.000174,1993-11-30,2.7507461103132,0.0022949177270288335
407,1993-12-31,0.01951495,1993-12-31,0.003561,1993-12-31,2.9443116922778,0.0024566055997228275
408,1994-01-31,0.03146612,1994-01-31,0.006626,1994-01-31,2.791500965099,0.0023289586249342076
409,1994-02-28,-0.02422607,1994-02-28,-0.006388,1994-02-28,2.9032987815968,0.00242234479917669
410,1994-03-31,-0.04579477,1994-03-31,-0.005119,1994-03-31,3.3918989994079,0.002830581050343506
411,1994-04-29,0.009477681,1994-04-29,-0.005059,1994-04-29,3.6155259567899,0.0030174817578261237
412,1994-05-31,0.009360213,1994-05-31,0.001303,1994-05-31,3.7876953199599,0.0031613994827410785
413,1994-06-30,-0.02790886,1994-06-30,0.002305,1994-06-30,3.5241423358008,0.0029411018583109794
414,1994-07-29,0.03062849,1994-07-29,0.008862,1994-07-29,3.9512905316362,0.0032981691399662783
415,1994-08-31,0.04259737,1994-08-31,0.002909,1994-08-31,4.3894881356907,0.003664605085516026
416,1994-09-30,-0.01836337,1994-09-30,-0.002879,1994-09-30,4.4907686560696,0.003749318388293066
417,1994-10-31,0.01451999,1994-10-31,0.001976,1994-10-31,4.3372844282122,0.003620943524020648
418,1994-11-30,-0.03721879,1994-11-30,-0.003965,1994-11-30,4.9497012178796,0.004133269508562076
419,1994-12-30,0.01260929,1994-12-30,0.000617,1994-12-30,4.7351498424951,0.003953753745402411
420,1995-01-31,0.02039915,1995-01-31,0.014517,1995-01-31,5.1818525864664,0.004327547394371356
421,1995-02-28,0.03961473,1995-02-28,0.014637,1995-02-28,5.0189488833077,0.0041912160843997626
422,1995-03-31,0.02704092,1995-03-31,0.005682,1995-03-31,5.7743909736047,0.004823588706668769
423,1995-04-28,0.02504808,1995-04-28,0.009411,1995-04-28,5.7336174612673,0.004789447464203844
424,1995-05-31,0.03400704,1995-05-31,0.019592,1995-05-31,5.6427565072272,0.0047133702379222875
425,1995-06-30,0.03116877,1995-06-30,0.005396,1995-06-30,5.3259674856137,0.004448170106700289
426,1995-07-31,0.04077881,1995-07-31,0.00402,1995-07-31,5.447024659215,0.00454950493174433
427,1995-08-31,0.009298149,1995-08-31,0.005882,1995-08-31,5.3671207596059,0.0044826176396717266
428,1995-09-29,0.03636483,1995-09-29,0.004902,1995-09-29,5.3565358644872,0.004473757392785327
429,1995-10-31,-0.01131434,1995-10-31,0.008869,1995-10-31,4.9884068671148,0.004165658055996557
430,1995-11-30,0.04280418,1995-11-30,0.009914,1995-11-30,5.4180780231083,0.004525273283197073
431,1995-12-29,0.01518271,1995-12-29,0.00757,1995-12-29,4.5824050818417,0.003825971314929344
432,1996-01-31,0.02813779,1996-01-31,0.009437,1996-01-31,4.9293244088091,0.004116218793400295
433,1996-02-29,0.01631033,1996-02-29,-0.004858,1996-02-29,4.9799269050118,0.00415856200879805
434,1996-03-29,0.0109254,1996-03-29,-0.002462,1996-03-29,5.1935145660077,0.004337307814557434
435,1996-04-30,0.02550821,1996-04-30,0.000749,1996-04-30,4.8357082855467,0.004037887292471121
436,1996-05-31,0.02680193,1996-05-31,0.002034,1996-05-31,5.0308652525847,0.0042011880617085495
437,1996-06-28,-0.008302097,1996-06-28,0.006752,1996-06-28,4.8166226026521,0.004021918462185692
438,1996-07-31,-0.05381449,1996-07-31,0.004428,1996-07-31,5.0312125496734,0.004201478691874705
439,1996-08-30,0.03244783,1996-08-30,0.00296,1996-08-30,5.1120131992059,0.004269097744825423
440,1996-09-30,0.05303539,1996-09-30,0.009433,1996-09-30,4.9887482442573,0.0041659437220396
441,1996-10-31,0.01372897,1996-10-31,0.01197,1996-10-31,4.9620990717049,0.004143643810066822
442,1996-11-29,0.06557749,1996-11-29,0.00739,1996-11-29,4.9490290257211,0.0041327070332946025
443,1996-12-31,-0.01139712,1996-12-31,-0.000112,1996-12-31,4.8738811345041,0.004069826955996003
444,1997-01-31,0.05347287,1997-01-31,0.004703,1997-01-31,4.969400694256,0.004149753726883754
445,1997-02-28,-0.001122383,1997-02-28,0.001651,1997-02-28,5.0559845985718,0.004222209012624267
446,1997-03-31,-0.04486756,1997-03-31,-0.000992,1997-03-31,5.2229561265599,0.004361949164891854
447,1997-04-30,0.04237316,1997-04-30,0.008277,1997-04-30,4.9904560646412,0.004167372835612859
448,1997-05-30,0.07162357,1997-05-30,0.00695,1997-05-30,4.4144109426144,0.0036854504179575365
449,1997-06-30,0.04409472,1997-06-30,0.007522,1997-06-30,5.0447502389251,0.004212807562081311
450,1997-07-31,0.0765142,1997-07-31,0.011707,1997-07-31,5.1174661533258,0.004273661282955699
451,1997-08-29,-0.03629111,1997-08-29,-4.8e-05,1997-08-29,5.017784956423,0.004190242080577278
452,1997-09-30,0.0584994,1997-09-30,0.008374,1997-09-30,4.7491875956958,0.003965498193279515
453,1997-10-31,-0.03443615,1997-10-31,0.007776,1997-10-31,4.8930089304699,0.004085831785874072
454,1997-11-28,0.03040374,1997-11-28,0.001813,1997-11-28,4.9901143758077,0.0041670869083383355
455,1997-12-31,0.01781677,1997-12-31,0.00796,1997-12-31,5.1076353752185,0.004265433990386924
456,1998-01-30,0.00450245,1998-01-30,0.010187,1998-01-30,5.025424776112,0.00419663529458103
457,1998-02-27,0.07330329,1998-02-27,0.000297,1998-02-27,5.1222005317508,0.004277623467067393
458,1998-03-31,0.05130106,1998-03-31,0.004476,1998-03-31,5.2302188224467,0.004368027829450893
459,1998-04-30,0.0109035,1998-04-30,0.00447,1998-04-30,4.7278187205828,0.003947620341335112
460,1998-05-29,-0.02574788,1998-05-29,0.005058,1998-05-29,4.5671318009421,0.0038131949662081333
461,1998-06-30,0.03194402,1998-06-30,0.005682,1998-06-30,4.7033850152692,0.003927178749191018
462,1998-07-31,-0.02336717,1998-07-31,0.004793,1998-07-31,4.7453335994392,0.003962273799064109
463,1998-08-31,-0.1578439,1998-08-31,0.01617,1998-08-31,4.690964197427,0.003916787472457717
464,1998-09-30,0.06382662,1998-09-30,0.012325,1998-09-30,4.0280603617702,0.003362357051499343
465,1998-10-30,0.07439252,1998-10-30,0.004721,1998-10-30,3.5519460080292,0.0029643399989043306
466,1998-11-30,0.0620232,1998-11-30,-0.000709,1998-11-30,4.441596191365,0.0037081885410463755
467,1998-12-31,0.0630511,1998-12-31,0.003025,1998-12-31,4.3943146741389,0.0036686419484723842
468,1999-01-29,0.03845618,1999-01-29,0.003584,1999-01-29,4.4093206214902,0.0036811928592792587
469,1999-02-26,-0.03808507,1999-02-26,-0.006687,1999-02-26,4.5060408504483,0.0037620930151647247
470,1999-03-31,0.03793213,1999-03-31,0.00804,1999-03-31,4.5575195610907,0.0038051542540820105
471,1999-04-30,0.04910428,1999-04-30,0.002924,1999-04-30,4.4524873101386,0.003717298169965133
472,1999-05-28,-0.02071776,1999-05-28,-0.001816,1999-05-28,4.4195012878751,0.0036897080148843298
473,1999-06-30,0.05082913,1999-06-30,0.00352,1999-06-30,4.4378579643655,0.0037050618050415984
474,1999-07-30,-0.0308426,1999-07-30,0.002404,1999-07-30,4.4500438663229,0.00371525439969167
475,1999-08-31,-0.009931256,1999-08-31,0.003621,1999-08-31,4.4998388502452,0.0037569052513166667
476,1999-09-30,-0.02269279,1999-09-30,0.006687,1999-09-30,4.5012280203727,0.0037580672429127215
477,1999-10-29,0.06209515,1999-10-29,0.001057,1999-10-29,4.3660538664246,0.003645005154722103
478,1999-11-30,0.03682369,1999-11-30,0.001505,1999-11-30,4.57107613455,0.0038164944500647113
479,1999-12-31,0.08375403,1999-12-31,0.001144,1999-12-31,5.1018259634536,0.004260572175965871
480,2000-01-31,-0.03962428,2000-01-31,-0.001417,2000-01-31,5.3859108304347,0.004498346345757742
481,2000-02-29,0.03177836,2000-02-29,0.006842,2000-02-29,5.314227907597,0.004438343656719246
482,2000-03-31,0.05350066,2000-03-31,0.006593,2000-03-31,5.8559426449463,0.004891878563007879
483,2000-04-28,-0.05952697,2000-04-28,0.001496,2000-04-28,5.2699277174844,0.004401263666510724
484,2000-05-31,-0.03886961,2000-05-31,0.004925,2000-05-31,4.6746488432068,0.0039031381835841206
485,2000-06-30,0.05160347,2000-06-30,0.011403,2000-06-30,5.6291424027875,0.004701971741952304
486,2000-07-31,-0.01771172,2000-07-31,0.006752,2000-07-31,5.8749103032492,0.0049077623933604375
487,2000-08-31,0.07500581,2000-08-31,0.007772,2000-08-31,6.2337330537432,0.00520829379616039
488,2000-09-29,-0.05114141,2000-09-29,0.007983,2000-09-29,5.9196591990987,0.00494523685274606
489,2000-10-31,-0.02448968,2000-10-31,0.006054,2000-10-31,6.0272657762215,0.005035356490907805
490,2000-11-30,-0.1023722,2000-11-30,0.010289,2000-11-30,6.1189930096839,0.005112183687833616
491,2000-12-29,0.02042246,2000-12-29,0.012919,2000-12-29,5.7692941997746,0.004819320916922942
492,2001-01-31,0.03960141,2001-01-31,0.013519,2001-01-31,4.8274465059009,0.004030974699783085
493,2001-02-28,-0.09910221,2001-02-28,0.006873,2001-02-28,5.0133813858795,0.004186557068530217
494,2001-03-30,-0.07039171,2001-03-30,0.007193,2001-03-30,4.4322272566264,0.0037003521745415657
495,2001-04-30,0.08382919,2001-04-30,0.002154,2001-04-30,3.7421209392371,0.0031233014899121336
496,2001-05-31,0.01045539,2001-05-31,0.005381,2001-05-31,3.4453029431826,0.0028752113000709567
497,2001-06-29,-0.01755298,2001-06-29,0.003227,2001-06-29,3.4146261678491,0.002849574146478906
498,2001-07-31,-0.01829797,2001-07-31,0.01311,2001-07-31,3.6402319747007,0.0030381324436314916
499,2001-08-31,-0.05898125,2001-08-31,0.007129,2001-08-31,3.3739421808522,0.002815574790299147
500,2001-09-28,-0.09148504,2001-09-28,0.017807,2001-09-28,2.3776658207938,0.001983352430660057
501,2001-10-31,0.02783571,2001-10-31,0.012043,2001-10-31,2.0933052972478,0.0017459434685933584
502,2001-11-30,0.07877681,2001-11-30,-0.005276,2001-11-30,1.7275350720468,0.0014406492996419384
503,2001-12-31,0.01785255,2001-12-31,0.00025,2001-12-31,1.6360319456404,0.0013642897523848951
504,2002-01-31,-0.01597466,2002-01-31,0.002636,2002-01-31,1.6894928024579,0.0014089022402339335
505,2002-02-28,-0.02169649,2002-02-28,0.0054,2002-02-28,1.7326538388643,0.001444921093057383
506,2002-03-28,0.04467795,2002-03-28,-0.008508,2002-03-28,1.7098036558971,0.0014258519415482063
507,2002-04-30,-0.04961811,2002-04-30,0.013578,2002-04-30,1.7527549769008,0.0014616963857203569
508,2002-05-31,-0.0105211,2002-05-31,0.004414,2002-05-31,1.6894928024579,0.0014089022402339335
509,2002-06-28,-0.07025092,2002-06-28,0.00943,2002-06-28,1.6666054953534,0.0013898027948049396
510,2002-07-31,-0.08114888,2002-07-31,0.015878,2002-07-31,1.6996877751244,0.0014174100566961556
511,2002-08-30,0.007976094,2002-08-30,0.004572,2002-08-30,1.6564509021037,0.0013813289088822067
512,2002-09-30,-0.09992006,2002-09-30,0.010101,2002-09-30,1.5700393812955,0.0013092224354760429
513,2002-10-31,0.07491931,2002-10-31,0.002358,2002-10-31,1.420411332708,0.0011843769316450814
514,2002-11-29,0.06126282,2002-11-29,-0.005049,2002-11-29,1.2173566324679,0.0010149786028996743
515,2002-12-31,-0.0533152,2002-12-31,0.010979,2002-12-31,1.1360858114442,0.000947186474253181
516,2003-01-31,-0.0233996,2003-01-31,0.000875,2003-01-31,1.1463062350461,0.0009557115974314634
517,2003-02-28,-0.01539111,2003-02-28,0.005203,2003-02-28,1.1945184918963,0.0009959276835238562
518,2003-03-31,0.01031803,2003-03-31,0.0019,2003-03-31,1.1411778473103,0.0009514338657428123
519,2003-04-30,0.08274979,2003-04-30,0.001626,2003-04-30,1.0930542665745,0.0009112935313382309
520,2003-05-30,0.06343608,2003-05-30,0.004609,2003-05-30,1.120932232678,0.000934546610702025
521,2003-06-30,0.01632021,2003-06-30,0.002131,2003-06-30,0.79363546909904,0.0006615816395740826
522,2003-07-31,0.02309801,2003-07-31,-0.006811,2003-07-31,0.87991972666325,0.0007335353444437587
523,2003-08-29,0.024996,2003-08-29,-0.002283,2003-08-29,0.9712378252088,0.0008096924784575243
524,2003-09-30,-0.009116273,2003-09-30,0.01204,2003-09-30,0.85196488917849,0.0007102228298636604
525,2003-10-31,0.06031565,2003-10-31,-0.0051,2003-10-31,0.91542491396692,0.0007631451421616919
526,2003-11-28,0.01659348,2003-11-28,-0.001446,2003-11-28,0.90021481869211,0.0007504604702304185
527,2003-12-31,0.04550484,2003-12-31,0.006834,2003-12-31,0.826656352684,0.0006891176264278709
528,2004-01-30,0.0230366,2004-01-30,0.002965,2004-01-30,0.82663762594867,0.0006891020100610046
529,2004-02-27,0.01547919,2004-02-27,0.00532,2004-02-27,0.93318325279341,0.000777955160925714
530,2004-03-31,-0.01066659,2004-03-31,0.003396,2004-03-31,0.92305894443641,0.0007695117093651227
531,2004-04-30,-0.02421352,2004-04-30,-0.012968,2004-04-30,0.80888104949954,0.0006742947758289208
532,2004-05-28,0.01405848,2004-05-28,-0.001439,2004-05-28,0.90781428725237,0.000756798133349168
533,2004-06-30,0.02160102,2004-06-30,0.000646,2004-06-30,1.1285792775762,0.0009409251238741145
534,2004-07-30,-0.03767046,2004-07-30,0.003181,2004-07-30,1.2782607160614,0.001065784808795378
535,2004-08-31,0.002727823,2004-08-31,0.008366,2004-08-31,1.440574730471,0.0012011998053358397
536,2004-09-30,0.02054298,2004-09-30,-0.001396,2004-09-30,1.4584846821502,0.0012161428044388245
537,2004-10-29,0.01780594,2004-10-29,0.003467,2004-10-29,1.7478456994445,0.0014575993496597217
538,2004-11-30,0.04820797,2004-11-30,-0.00572,2004-11-30,2.0320084289759,0.0016947748678535213
539,2004-12-31,0.03517713,2004-12-31,0.001828,2004-12-31,1.9078053199359,0.0015911022286829724
540,2005-01-31,-0.02655135,2005-01-31,-0.000905,2005-01-31,2.1615662762847,0.0018029285550582586
541,2005-02-28,0.02267583,2005-02-28,-0.002707,2005-02-28,2.4968121415199,0.0020828428946053634
542,2005-03-31,-0.01694849,2005-03-31,0.000109,2005-03-31,2.5987909497196,0.0021680058582578265
543,2005-04-29,-0.02518493,2005-04-29,0.006062,2005-04-29,2.7105022630462,0.002261304787674945
544,2005-05-31,0.03795411,2005-05-31,0.004763,2005-05-31,2.7507461101099,0.0022949177268589693
545,2005-06-30,0.01152576,2005-06-30,0.001778,2005-06-30,2.9851015762866,0.0024906812527505373
546,2005-07-29,0.0433351,2005-07-29,-0.004307,2005-07-29,3.2290180061725,0.002694471920308139
547,2005-08-31,-0.00594371,2005-08-31,0.007228,2005-08-31,3.341193726878,0.0027882079473136034
548,2005-09-30,0.01060712,2005-09-30,-0.003314,2005-09-30,3.1857987940741,0.002658359516414688
549,2005-10-31,-0.02087304,2005-10-31,-0.000763,2005-10-31,3.6963515909707,0.003085041969763891
550,2005-11-30,0.04032233,2005-11-30,0.003289,2005-11-30,3.9705619268828,0.0033142817323190688
551,2005-12-30,0.003457065,2005-12-30,0.003983,2005-12-30,3.9462024058776,0.003293915059603414
552,2006-01-31,0.04004084,2006-01-31,0.001664,2006-01-31,4.3268513800457,0.003612217873914858
553,2006-02-28,-0.001638789,2006-02-28,0.000597,2006-02-28,4.4235178167709,0.0036930674777688743
554,2006-03-31,0.01904188,2006-03-31,0.001006,2006-03-31,4.5925873897287,0.00383448907198769
555,2006-04-28,0.01296329,2006-04-28,0.002915,2006-04-28,4.6129522953616,0.003851525045411419
556,2006-05-31,-0.03104144,2006-05-31,0.001361,2006-05-31,4.6950205344819,0.0039201809989142244
557,2006-06-30,-0.0003881133,2006-06-30,0.0015,2006-06-30,4.6842325075268,0.003911155774504849
558,2006-07-31,-0.001874151,2006-07-31,0.008253,2006-07-31,5.0324328561887,0.0042024998870666685
559,2006-08-31,0.0250479,2006-08-31,0.0073,2006-08-31,4.964645886433,0.004145774952179382
560,2006-09-29,0.01942438,2006-09-29,0.004989,2006-09-29,4.6485918098361,0.0038813394722785333
561,2006-10-31,0.03713327,2006-10-31,0.003894,2006-10-31,5.1512046616048,0.00430189725925012
562,2006-11-30,0.02370242,2006-11-30,0.005344,2006-11-30,4.9799269054193,0.004158562009138889
563,2006-12-29,0.01085541,2006-12-29,-0.000605,2006-12-29,4.768247405514,0.003981444479467688
564,2007-01-31,0.01939655,2007-01-31,0.001951,2007-01-31,5.0006450323063,0.004175899062553556
565,2007-02-28,-0.01398767,2007-02-28,0.008344,2007-02-28,5.1433013319201,0.004295282840200976
566,2007-03-30,0.01294977,2007-03-30,0.004382,2007-03-30,5.0508912344155,0.0042179466304996804
567,2007-04-30,0.03981525,2007-04-30,0.003723,2007-04-30,4.7545869405823,0.00397001550009124
568,2007-05-31,0.03893219,2007-05-31,-0.001889,2007-05-31,4.6947181319369,0.003919928008931262
569,2007-06-29,-0.01476538,2007-06-29,0.004189,2007-06-29,4.5314949906667,0.0037833848252004643
570,2007-07-31,-0.03176044,2007-07-31,0.010287,2007-07-31,5.1054887598816,0.004263637515674601
571,2007-08-31,0.01163043,2007-08-31,0.010008,2007-08-31,4.1522907863253,0.0034662358714516728
572,2007-09-28,0.04084195,2007-09-28,0.006878,2007-09-28,3.4425973033108,0.002872950119988227
573,2007-10-31,0.0257964,2007-10-31,0.004278,2007-10-31,3.9822547732295,0.0033240581130611346
574,2007-11-30,-0.04932737,2007-11-30,0.020658,2007-11-30,3.2188486232589,0.0026859746362879466
575,2007-12-31,-0.004423245,2007-12-31,0.001824,2007-12-31,2.8575620280188,0.0023841392407928375
576,2008-01-31,-0.06213814,2008-01-31,0.020304,2008-01-31,1.6641047919273,0.0013877159812205608
577,2008-02-29,-0.02166337,2008-02-29,0.009926,2008-02-29,2.0703283907299,0.0017267627998094337
578,2008-03-31,-0.01042054,2008-03-31,0.003037,2008-03-31,1.2375946392907,0.0010318608685646602
579,2008-04-30,0.05106048,2008-04-30,-0.012268,2008-04-30,1.2580023449681,0.001048884982982612
580,2008-05-30,0.02380778,2008-05-30,-0.005992,2008-05-30,1.9484337810123,0.0016250137236775153
581,2008-06-30,-0.0784257,2008-06-30,0.003551,2008-06-30,1.6944130667209,0.0014130082456802473
582,2008-07-31,-0.01334129,2008-07-31,0.00523,2008-07-31,1.5828673113609,0.00131992642992107
583,2008-08-29,0.01056561,2008-08-29,0.004534,2008-08-29,1.664066838036,0.0013876843090872004
584,2008-09-30,-0.0979804,2008-09-30,0.010026,2008-09-30,0.96357591025453,0.0008033023999001188
585,2008-10-31,-0.1846477,2008-10-31,0.012592,2008-10-31,0.25350215073721,0.00021127410751220488
586,2008-11-28,-0.08461469,2008-11-28,0.012121,2008-11-28,0.030417110251549,2.5347913129136757e-05
587,2008-12-31,0.02215415,2008-12-31,0.006517,2008-12-31,0.030417122925706,2.5347923691354524e-05
588,2009-01-30,-0.0773147,2009-01-30,-0.004086,2009-01-30,0.17744521983548,0.00014788194998716087
589,2009-02-27,-0.1002706,2009-02-27,-0.000711,2009-02-27,0.17237494935926,0.00014365610868338763
590,2009-03-31,0.08674762,2009-03-31,0.005159,2009-03-31,0.15209283933393,0.00012675206514245474
591,2009-04-30,0.1093522,2009-04-30,-0.001117,2009-04-30,0.035486714881527,2.9572699664859314e-05
592,2009-05-29,0.06777447,2009-05-29,0.000831,2009-05-29,0.081114175463167,6.759743082263014e-05
593,2009-06-30,-0.003099177,2009-06-30,-0.002294,2009-06-30,0.14448774579656,0.00012041370397852802
594,2009-07-31,0.08175195,2009-07-31,0.00192,2009-07-31,0.12927861713959,0.00010773798426955139
595,2009-08-31,0.03146854,2009-08-31,0.004433,2009-08-31,0.093788457527196,7.816010228101078e-05
596,2009-09-30,0.04521635,2009-09-30,0.002416,2009-09-30,0.043091193472168,3.590997264102391e-05
597,2009-10-30,-0.02797095,2009-10-30,0.002946,2009-10-30,0.0101389367674,8.449149666800437e-06
598,2009-11-30,0.05711698,2009-11-30,0.006743,2009-11-30,0.073509239079516,6.125957552405303e-05
599,2009-12-31,0.02843039,2009-12-31,-0.00697,2009-12-31,0.038021526438339,3.1685107327650286e-05
600,2010-01-29,-0.03709752,2010-01-29,0.008927,2010-01-29,0.015208441060209,1.2673781195182698e-05
601,2010-02-26,0.03478614,2010-02-26,0.001837,2010-02-26,0.073509461151427,6.125976059534466e-05
602,2010-03-31,0.06362587,2010-03-31,-0.001592,2010-03-31,0.13434917860738,0.00011196391633094827
603,2010-04-30,0.02006334,2010-04-30,0.002381,2010-04-30,0.14195382937654,0.00011830185492645029
604,2010-05-28,-0.07916308,2010-05-28,0.005645,2010-05-28,0.13688372652305,0.00011407627830628542
605,2010-06-30,-0.05074472,2010-06-30,0.004265,2010-06-30,0.16223520138436,0.00013520514054476962
606,2010-07-30,0.0703086,2010-07-30,0.001881,2010-07-30,0.14195382937654,0.00011830185492645029
607,2010-08-31,-0.04284408,2010-08-31,0.001747,2010-08-31,0.15209283933393,0.00012675206514245474
608,2010-09-30,0.09154682,2010-09-30,0.001503,2010-09-30,0.13434893134089,0.00011196371025246066
609,2010-10-29,0.03851225,2010-10-29,0.002339,2010-10-29,0.12674359265089,0.00010562523849522165
610,2010-11-30,0.005124541,2010-11-30,-0.002914,2010-11-30,0.16983824245858,0.00014154188482295993
611,2010-12-31,0.06720509,2010-12-31,-0.001872,2010-12-31,0.081114175463167,6.759743082263014e-05
612,2011-01-31,0.01913699,2011-01-31,0.001807,2011-01-31,0.14955810929069,0.00012463952460239902
613,2011-02-28,0.03817537,2011-02-28,-0.00124,2011-02-28,0.078579010946888,6.548465314870633e-05
614,2011-03-31,0.00335316,2011-03-31,-0.001361,2011-03-31,0.058300240698852,4.8584714114729977e-05
615,2011-04-29,0.02866654,2011-04-29,0.005492,2011-04-29,0.015208441060209,1.2673781195182698e-05
616,2011-05-31,-0.01489987,2011-05-31,0.003772,2011-05-31,0.043091040852746,3.590984545365217e-05
617,2011-06-30,-0.01838777,2011-06-30,0.001331,2011-06-30,0.0076041943903594,6.336848736410161e-06
618,2011-07-29,-0.02252415,2011-07-29,0.002698,2011-07-29,0.088718943645617,7.393518610920857e-05
619,2011-08-31,-0.05749821,2011-08-31,0.003605,2011-08-31,0.0,0.0
620,2011-09-30,-0.08486251,2011-09-30,-0.001143,2011-09-30,0.015208441060209,1.2673781195182698e-05
621,2011-10-31,0.1140301,2011-10-31,0.001335,2011-10-31,0.0050694553579022,4.224555054888057e-06
622,2011-11-30,-0.006207199,2011-11-30,0.000186,2011-11-30,0.0,0.0
623,2011-12-30,0.003696293,2011-12-30,0.000491,2011-12-30,0.0,0.0
624,2012-01-31,0.05409463,2012-01-31,0.000864,2012-01-31,0.038021427421155,3.168502481076807e-05
625,2012-02-29,0.0412389,2012-02-29,-0.001303,2012-02-29,0.053230563981166,4.435978718397848e-05
626,2012-03-30,0.02400399,2012-03-30,-0.000274,2012-03-30,0.035486697630526,2.957268528858137e-05
627,2012-04-30,-0.006806476,2012-04-30,0.002289,2012-04-30,0.076044122284571,6.337210983109465e-05
