,date,ret
663,1979-06-01,-0.0146341463550925
664,1979-06-04,
665,1979-06-05,
666,1979-06-06,
667,1979-06-07,
668,1979-06-08,
669,1979-06-11,
670,1979-06-12,
671,1979-06-13,
672,1979-06-14,-0.0148514853790402
673,1979-06-15,
674,1979-06-18,
675,1979-06-19,
676,1979-06-20,
677,1979-06-21,
678,1979-06-22,
679,1979-06-25,
680,1979-06-26,
681,1979-06-27,
682,1979-06-28,0.0
683,1979-06-29,0.168341711163521
684,1979-07-02,0.0
685,1979-07-03,0.0860215052962303
686,1979-07-05,0.0
687,1979-07-06,-0.0396039597690105
688,1979-07-09,0.0206185560673475
689,1979-07-10,0.0
690,1979-07-11,0.0
691,1979-07-12,0.0
692,1979-07-13,0.0
693,1979-07-16,0.0202020201832056
694,1979-07-17,0.0
695,1979-07-18,0.0
696,1979-07-19,0.0198019798845053
697,1979-07-20,0.0194174759089947
698,1979-07-23,0.0
699,1979-07-24,0.0
700,1979-07-25,0.133333340287209
701,1979-07-26,0.0588235296308994
702,1979-07-27,0.0
703,1979-07-30,0.0
704,1979-07-31,0.0
705,1979-08-01,-0.0158730167895555
706,1979-08-02,-0.0161290317773819
707,1979-08-03,-0.0163934417068958
708,1979-08-06,0.0
709,1979-08-07,0.0
710,1979-08-08,0.0
711,1979-08-09,0.0166666675359011
712,1979-08-10,0.0327868834137917
713,1979-08-13,0.0476190485060215
714,1979-08-14,0.0
715,1979-08-15,0.0
716,1979-08-16,0.0
717,1979-08-17,0.0
718,1979-08-20,0.030303031206131
719,1979-08-21,0.0441176481544971
720,1979-08-22,-0.0281690135598183
721,1979-08-23,-0.028985507786274
722,1979-08-24,0.0149253727868199
723,1979-08-27,0.0147058824077249
724,1979-08-28,0.014492753893137
725,1979-08-29,0.0285714287310839
726,1979-08-30,-0.0138888889923692
727,1979-08-31,0.0
728,1979-09-04,0.0
729,1979-09-05,-0.0281690135598183
730,1979-09-06,0.0
731,1979-09-07,0.0
732,1979-09-10,0.0
733,1979-09-11,0.0
734,1979-09-12,0.0
735,1979-09-13,0.0
736,1979-09-14,0.014492753893137
737,1979-09-17,0.0
738,1979-09-18,0.0
739,1979-09-19,-0.0142857143655419
740,1979-09-20,0.0
741,1979-09-21,0.0
742,1979-09-24,0.0
743,1979-09-25,0.014492753893137
744,1979-09-26,0.0
745,1979-09-27,-0.0142857143655419
746,1979-09-28,0.0
747,1979-10-01,0.0
748,1979-10-02,0.0
749,1979-10-03,-0.014492753893137
750,1979-10-04,0.0147058824077249
751,1979-10-05,0.0
752,1979-10-08,-0.028985507786274
753,1979-10-09,-0.0149253727868199
754,1979-10-10,0.0
755,1979-10-11,-0.0454545468091965
756,1979-10-12,0.0
757,1979-10-15,0.0
758,1979-10-16,0.0
759,1979-10-17,-0.0158730167895555
760,1979-10-18,-0.0161290317773819
761,1979-10-19,-0.0327868834137917
762,1979-10-22,-0.0847457647323608
763,1979-10-23,-0.0740740746259689
764,1979-10-24,0.0199999995529652
765,1979-10-25,0.0588235296308994
766,1979-10-26,0.0
767,1979-10-29,0.0555555559694767
768,1979-10-30,0.0
769,1979-10-31,0.0
770,1979-11-01,0.0
771,1979-11-02,0.0350877195596695
772,1979-11-05,0.0
773,1979-11-06,0.0
774,1979-11-07,0.0
775,1979-11-08,0.0169491525739431
776,1979-11-09,0.0
777,1979-11-12,0.0
778,1979-11-13,0.0
779,1979-11-14,0.0
780,1979-11-15,0.0
781,1979-11-16,0.0
782,1979-11-19,0.0166666675359011
783,1979-11-20,0.0
784,1979-11-21,0.0
785,1979-11-23,0.0
786,1979-11-26,0.0163934417068958
787,1979-11-27,0.0
788,1979-11-28,0.0
789,1979-11-29,0.0161290317773819
790,1979-11-30,0.0158730167895555
791,1979-12-03,0.0
792,1979-12-04,0.0
793,1979-12-05,0.03125
794,1979-12-06,0.0151515156030655
795,1979-12-07,0.0149253727868199
796,1979-12-10,0.0147058824077249
797,1979-12-11,0.0
798,1979-12-12,0.0
799,1979-12-13,-0.014492753893137
800,1979-12-14,0.0
801,1979-12-17,0.0
802,1979-12-18,0.0
803,1979-12-19,-0.0147058824077249
804,1979-12-20,-0.0149253727868199
805,1979-12-21,0.0
806,1979-12-24,0.0
807,1979-12-26,0.0
808,1979-12-27,-0.0151515156030655
809,1979-12-28,0.0
810,1979-12-31,0.0153846153989434
811,1980-01-02,-0.0151515156030655
812,1980-01-03,0.0
813,1980-01-04,0.0
814,1980-01-07,0.0
815,1980-01-08,0.0
816,1980-01-09,0.0
817,1980-01-10,0.0153846153989434
818,1980-01-11,0.0454545468091965
819,1980-01-14,0.0
820,1980-01-15,0.014492753893137
821,1980-01-16,-0.0142857143655419
822,1980-01-17,0.0
823,1980-01-18,0.0
824,1980-01-21,0.0
825,1980-01-22,0.0
826,1980-01-23,0.014492753893137
827,1980-01-24,0.0
828,1980-01-25,0.0
829,1980-01-28,0.0
830,1980-01-29,-0.0142857143655419
831,1980-01-30,0.0
832,1980-01-31,0.0
833,1980-02-01,0.0
834,1980-02-04,0.0
835,1980-02-05,0.0
836,1980-02-06,0.0
837,1980-02-07,0.0
838,1980-02-08,0.014492753893137
839,1980-02-11,0.0
840,1980-02-12,-0.0142857143655419
841,1980-02-13,0.014492753893137
842,1980-02-14,0.0
843,1980-02-15,0.0
844,1980-02-19,0.0
845,1980-02-20,0.0
846,1980-02-21,0.0
847,1980-02-22,-0.0142857143655419
848,1980-02-25,0.0
849,1980-02-26,0.0
850,1980-02-27,0.0
851,1980-02-28,0.0
852,1980-02-29,0.0
853,1980-03-03,0.0
854,1980-03-04,-0.014492753893137
855,1980-03-05,0.0
856,1980-03-06,-0.0441176481544971
857,1980-03-07,-0.0153846153989434
858,1980-03-10,-0.109375
859,1980-03-11,0.0350877195596695
860,1980-03-12,0.0
861,1980-03-13,0.0
862,1980-03-14,0.0
863,1980-03-17,0.0169491525739431
864,1980-03-18,0.0
865,1980-03-19,0.0
866,1980-03-20,0.0
867,1980-03-21,-0.0166666675359011
868,1980-03-24,-0.0508474558591843
869,1980-03-25,-0.0357142873108387
870,1980-03-26,0.0
871,1980-03-27,0.0
872,1980-03-28,0.0
873,1980-03-31,0.0
874,1980-04-01,0.0
875,1980-04-02,0.0
876,1980-04-03,0.0
877,1980-04-07,0.0185185186564922
878,1980-04-08,0.0
879,1980-04-09,0.0
880,1980-04-10,-0.0181818176060915
881,1980-04-11,0.0
882,1980-04-14,-0.0185185186564922
883,1980-04-15,-0.0377358496189117
884,1980-04-16,0.0392156876623631
885,1980-04-17,0.0
886,1980-04-18,0.0
887,1980-04-21,0.0188679248094559
888,1980-04-22,0.0
889,1980-04-23,0.0555555559694767
890,1980-04-24,0.0
891,1980-04-25,0.0175438597798347
892,1980-04-28,0.0
893,1980-04-29,0.0
894,1980-04-30,0.0
895,1980-05-01,0.0172413792461157
896,1980-05-02,0.0
897,1980-05-05,0.0
898,1980-05-06,0.0169491525739431
899,1980-05-07,0.0
900,1980-05-08,0.0166666675359011
901,1980-05-09,0.0163934417068958
902,1980-05-12,0.0
903,1980-05-13,0.0161290317773819
904,1980-05-14,0.0158730167895555
905,1980-05-15,0.0
906,1980-05-16,0.0
907,1980-05-19,0.0
908,1980-05-20,0.0
909,1980-05-21,0.015625
910,1980-05-22,0.0
911,1980-05-23,0.0
912,1980-05-27,0.0153846153989434
913,1980-05-28,0.0
914,1980-05-29,0.0
915,1980-05-30,0.0
916,1980-06-02,-0.030303031206131
917,1980-06-03,0.0
918,1980-06-04,-0.015625
919,1980-06-05,0.0
920,1980-06-06,0.0317460335791111
921,1980-06-09,-0.0153846153989434
922,1980-06-10,0.015625
923,1980-06-11,0.0
924,1980-06-12,0.0153846153989434
925,1980-06-13,0.0
926,1980-06-16,0.0
927,1980-06-17,0.0
928,1980-06-18,0.0
929,1980-06-19,0.0
930,1980-06-20,-0.030303031206131
931,1980-06-23,0.0
932,1980-06-24,0.0
933,1980-06-25,-0.015625
934,1980-06-26,0.0
935,1980-06-27,0.0
936,1980-06-30,-0.0158730167895555
937,1980-07-01,0.0
938,1980-07-02,0.0
939,1980-07-03,0.0161290317773819
940,1980-07-07,0.00793650839477777
941,1980-07-08,0.0078740157186985
942,1980-07-09,0.0078125
943,1980-07-10,0.0
944,1980-07-11,0.0155038759112358
945,1980-07-14,0.0152671756222844
946,1980-07-15,0.0225563906133175
947,1980-07-16,-0.00735294120386243
948,1980-07-17,-0.00740740727633238
949,1980-07-18,0.0
950,1980-07-21,0.00746268639340997
951,1980-07-22,0.0
952,1980-07-23,0.0148148145526648
953,1980-07-24,0.0218978095799685
954,1980-07-25,0.0
955,1980-07-28,0.0
956,1980-07-29,0.0
957,1980-07-30,0.0
958,1980-07-31,0.0
959,1980-08-01,0.0
960,1980-08-04,0.0142857143655419
961,1980-08-05,0.0
962,1980-08-06,-0.00704225338995457
963,1980-08-07,0.00709219835698605
964,1980-08-08,0.0422535203397274
965,1980-08-11,0.00675675692036748
966,1980-08-12,0.0268456377089024
967,1980-08-13,0.00653594778850675
968,1980-08-14,0.00649350648745894
969,1980-08-15,0.0
