,aapl,gs,msft,pg,ge
2001-07-23,-0.0220219530165195,-0.0145870903506875,-0.0302111003547907,-0.00425897073000669,-0.0285224486142397
2001-07-24,-0.0230297204107046,0.001345737837255,-0.0114770708605647,0.00427718693390489,-0.0286975558847189
2001-07-25,-0.0324777811765671,0.0164935681968927,0.0174910090863705,0.0280511640012264,-0.00454547209665179
2001-07-26,0.00649706786498427,0.017307722941041,-0.0131891965866089,0.0142857143655419,-0.00114153511822224
2001-07-27,0.0199031159281731,0.0035444269888103,-0.0168192703276873,-0.00746477162465453,0.0205714628100395
2001-07-30,-0.0015822141431272,-0.0251119695603848,0.00504050450399518,0.00893993489444256,-0.0235163047909737
2001-07-31,-0.00739563582465053,0.00568389426916838,0.00592704210430384,-0.00112520158290863,-0.00229354295879602
2001-08-01,0.0143692679703236,0.0263347122818232,0.00423022778704762,0.00675870710983872,-0.0160919707268476
2001-08-02,0.0398740954697132,0.0111306924372911,0.0147434286773205,-0.000559453386813402,-0.0140186557546258
2001-08-03,-0.0161452926695347,-0.00927002355456352,-0.008302410133183,-0.0173523351550102,0.0130331572145224
2001-08-06,-0.0189744029194117,-0.0181286912411451,-0.0113619696348906,0.00754768960177898,-0.0318128801882267
2001-08-07,0.00627291388809681,-0.00488381227478385,0.00332679925486445,-0.00197878992184997,0.0333414115011692
2001-08-08,-0.0181818380951881,-0.0208283197134733,-0.0224566366523504,-0.0107633778825402,-0.026186553761363
2001-08-09,0.00793648790568113,-0.0213936418294907,0.00231269700452685,0.012168912217021,0.00600240053609014
2001-08-10,-0.0015747391153127,0.00936914421617985,0.00784486252814531,0.0165488813072443,0.0159904100000858
2001-08-13,0.00368032045662403,0.0173266567289829,0.00473145907744765,0.00347850262187421,-0.00798684917390347
2001-08-14,-0.0188580732792616,-0.0109488312155008,-0.0173173230141401,0.00526895793154836,-0.00899836793541908
2001-08-15,-0.0154831297695637,0.0067650112323463,-0.0230329521000385,-0.00441378867253661,-0.00167263310868293
2001-08-16,0.011388236656785,-0.00916310306638479,0.0224683862179518,0.0278470776975155,-0.00430828891694546
2001-08-17,-0.0310991927981377,-0.0474722385406494,-0.0424017570912838,0.00754815386608243,-0.0192307513207197
2001-08-20,0.00276708044111729,0.00763749284669757,0.0132514489814639,0.0124414758756757,0.0178921464830637
2001-08-21,-0.0110375694930553,-0.0313462875783443,-0.0306220408529043,-0.0118921976536512,-0.0255236588418484
2001-08-22,0.0161829795688391,0.0278514381498098,-0.00197431608103216,0.0116341635584831,0.009389603510499
2001-08-23,-0.0219659321010113,0.00258060568012297,-0.0253874212503433,0.0170522257685661,0.00465122284367681
2001-08-24,0.0426726713776588,0.0463321283459663,0.049560222774744,0.000779796682763845,0.0231481660157442
2001-08-27,0.0188476238399744,0.00738005479797721,0.00419020373374224,-0.00207796972244978,0.00428665103390813
2001-08-28,-0.0274841673672199,-0.0103784911334515,-0.0251965913921595,-0.0240759830921888,-0.0222906973212957
2001-08-29,-0.0309782456606627,-0.00308451568707824,-0.00806719902902842,-0.0129350749775767,-0.0150375682860613
2001-08-30,0.0,-0.0147277526557446,-0.0549377836287022,0.00770061789080501,-0.0100960312411189
2001-08-31,0.0403813421726227,0.0061549786478281,0.00193186884280294,-0.00589884491637349,0.0194029547274113
2001-09-04,-0.0161724667996168,-0.00599245633929968,-0.0166520737111568,0.0184759963303804,-0.00366026628762484
2001-09-05,0.016438314691186,-0.013438830152154,0.0292335692793131,0.0047669573687017,0.021307835355401
2001-09-06,-0.0447439327836037,-0.0184596367180347,-0.0297887288033962,-0.00500787142664194,-0.0287769958376884
2001-09-07,-0.0248306225985289,-0.0339817777276039,-0.0110674565657973,-0.0152318086475134,-0.0207407437264919
2001-09-10,0.00520834187045693,0.0230933614075184,0.0393501855432987,-0.00201750546693802,-0.00781647395342588
2001-09-17,-0.0218768604099751,-0.0892387852072716,-0.0811045840382576,0.00471706362441182,-0.106734357774258
2001-09-18,-0.0417892336845398,-0.0273775421082973,0.0266490243375301,-0.00469491723924875,-0.0369844362139702
2001-09-19,0.045454528182745,0.000148179795360193,-0.00828425586223602,0.00471706362441182,-0.0398817881941795
2001-09-20,-0.0787309110164642,-0.0260702427476645,-0.0577315874397755,-0.0233401134610176,-0.0655384361743927
2001-09-21,0.00318872672505677,0.0295057408511639,-0.0206855647265911,-0.079796701669693,0.0306222718209028
2001-09-24,0.0457724891602993,0.0416605062782764,0.0462683402001858,0.0367164053022861,0.124600693583488
2001-09-25,-0.0553191937506199,-0.00680759223178029,-0.0136512033641338,0.0221710465848446,0.00852270517498255
2001-09-26,-0.0250965468585491,-0.00257033132947981,-0.0200779493898153,0.00183094723615795,0.00394364912062883
2001-09-27,0.0237624179571867,-0.0136005291715264,-0.00616672728210688,0.017854692414403,0.0132469339296222
2001-09-28,0.0,0.0355587340891361,0.0242193583399057,0.00538673158735037,0.0347705148160458
2001-10-01,0.00193421868607402,0.030133169144392,0.0121165290474892,-0.00549528142437339,0.0118279196321964
2001-10-02,-0.0315315164625645,0.0013605235144496,0.024328988045454,0.0122945075854659,0.0108926631510258
2001-10-03,-0.00465120561420918,0.041983749717474,0.0599434562027454,-0.000409372005378827,0.00262818112969398
2001-10-04,0.0600801482796669,0.0301212351769209,0.00373464496806264,-0.0279863905161619,-0.0199214182794094
2001-10-05,0.016372749581933,-0.0348101258277893,0.0226789973676205,0.0209270436316729,0.00160474388394505
2001-10-08,0.00371755729429424,-0.0124589763581753,0.00554400030523539,-0.00605313573032618,-0.0173565149307251
2001-10-09,-0.0123457256704569,0.0349269211292267,-0.059958640486002,0.00401385361328721,0.000543490692507476
2001-10-10,0.0512499809265137,0.0356730222702026,0.0174119677394629,0.0110283344984055,0.0296034812927246
2001-10-11,0.0546967945992947,0.0389047153294086,0.0145919909700751,-0.0102263437584043,0.0274334196001291
2001-10-12,0.0152198681607842,-0.0125223072245717,0.0010653652716428,-0.00895431824028492,0.00128367741126567
2001-10-15,-0.00111051951535046,0.0193236526101828,0.0297978054732084,-0.0115374177694321,-0.00358972791582346
2001-10-16,0.00111175421625376,-0.00177726917900145,0.00671717850491405,-0.00253129377961159,-0.0100360112264752
2001-10-17,-0.0566352270543575,-0.0258753746747971,-0.0414029434323311,-0.010573766194284,-0.0374318286776543
2001-10-18,0.0594467483460903,-0.00804186705499887,0.0128502808511257,0.00716332346200943,0.00594116188585758
2001-10-19,0.0166666246950626,-0.020390659570694,0.0202643442898989,0.0206258445978165,0.0
2001-10-22,0.0393443293869495,0.0231974739581347,0.0390327833592892,0.00975605472922325,0.00966444611549377
2001-10-23,-0.0462671406567097,0.0,0.00448803976178169,-0.0131124500185251,-0.00904015265405178
2001-10-24,0.0446527786552906,-0.0134803736582398,0.0147277740761638,-0.00139858003240079,-0.00509789725765586
2001-10-25,0.0126648955047131,0.0126708261668682,0.0202218145132065,0.0124649768695235,0.0213052071630955
2001-10-26,-0.0270974691957235,0.0211302358657122,-0.00575448526069522,0.014663128182292,0.0266702454537153
2001-10-29,-0.0557043887674809,-0.0273099634796381,-0.0411575771868229,-0.0279481317847967,-0.0372942574322224
2001-10-30,-0.00170157582033426,-0.00989481061697006,-0.0127430977299809,0.0406731255352497,-0.0291210301220417
2001-10-31,-0.00227277935482562,-0.0236102342605591,-0.0123980902135372,-0.00566035276278853,0.00192624365445226
2001-11-01,0.0586560778319836,0.0324973538517952,0.0634565502405167,0.0298184417188168,0.0411974750459194
2001-11-02,-0.00107587187085301,0.0192069783806801,-0.00711511354893446,0.000263182970229536,0.00131889304611832
2001-11-05,0.0269251484423876,0.0299088042229414,0.0304560083895922,0.0122368456795812,0.0213382877409458
2001-11-06,0.026219192892313,0.0211309287697077,0.023865943774581,0.0139087438583374,0.0265669021755457
2001-11-07,0.00102199579123408,0.0115606933832169,-0.00818151887506247,0.00141026428900659,-0.0113065522164106
2001-11-08,-0.0449209325015545,-0.00914289243519306,0.00264588580466807,-0.0180515125393867,0.0254129618406296
2001-11-09,0.0,0.00184548634570092,0.0122632868587971,0.00795307196676731,0.00148702296428382
2001-11-12,0.00213794317096472,0.0142758218571544,0.0088943699374795,-0.000517409353051335,-0.0242514126002789
2001-11-13,0.0330667123198509,0.0334847308695316,0.0320717506110668,0.00763561530038714,0.0286584086716175
2001-11-14,0.0123902820050716,0.00494230585172772,-0.0287187714129686,0.00475215446203947,0.00788953900337219
2001-11-15,-0.00815909449011087,-0.0306011270731688,0.00257779844105244,0.00076693797018379,0.016389386728406
2001-11-16,-0.0246787369251251,-0.0107102254405618,-0.00559592759236693,0.00574782164767385,-0.0168471913784742
2001-11-19,0.0542962960898876,0.0319088660180569,0.0120152235031128,-0.000761970528401434,0.00979195907711983
2001-11-20,-0.0234999656677246,-0.00883493106812239,-0.017132543027401,-0.00228775176219642,-0.00363640068098903
2001-11-21,0.00768047152087092,-0.0178272817283869,-0.0206421781331301,-0.00764329265803099,-0.0158150307834148
2001-11-23,0.00813007354736328,0.0226885993033648,0.0104605490341783,0.00706027494743466,0.0140914628282189
2001-11-26,0.0771169662475586,0.0143094938248396,0.0064894650131464,-0.00382403354160488,0.00731348711997271
2001-11-27,-0.0173140298575163,-0.0157480575144291,-0.0214921366423368,-0.0131797669455409,-0.00605033896863461
2001-11-28,-0.0223809201270342,-0.0354444719851017,-0.0147474491968751,-0.0145228570327163,-0.0418797470629215
2001-11-29,-0.00535804219543934,0.0292593128979206,0.0324840322136879,0.0189474001526833,0.00965695269405842
2001-11-30,0.0430949628353119,-0.00391716277226806,-0.00971618294715881,0.000258221116382629,-0.0309589616954327
2001-12-03,-0.0117370896041393,-0.0335954800248146,0.00872134510427713,-0.0149754201993346,-0.0410390086472034
2001-12-04,0.0641330406069756,0.0134867569431663,0.0189903266727924,0.000524158356711268,0.0116468127816916
2001-12-05,0.060714315623045,0.0599977448582649,0.0318181589245796,0.00471575371921062,0.00535477278754115
2001-12-06,-0.041245773434639,0.016233766451478,0.00807640329003334,-0.0130378101021051,0.00532625196501613
2001-12-07,-0.0105355475097895,-0.0243876557797194,-0.011944642290473,-0.00356666650623083,-0.0158939994871616
2001-12-10,0.0,-0.00283814151771367,-0.0113519718870521,0.0171019602566957,-0.00942132622003555
2001-12-11,-0.0337178446352482,0.00514505989849567,0.00387715687975287,-0.000260743894614279,-0.000271693512331694
2001-12-12,-0.0133150098845363,0.00991073437035084,0.00935824774205685,0.0423728823661804,0.00706709222868085
2001-12-13,-0.0228012930601835,-0.0186563488095999,-0.024724068120122,0.011882483959198,0.0
2001-12-14,-0.0290476474910975,-0.0147252343595028,0.017655136063695,-0.0123609388247132,0.0161943938583136
2001-12-17,0.0112801110371947,-0.00579973496496677,0.0228351261466742,-0.00125154538545758,0.0172642152756453
2001-12-18,0.0189136452972889,0.0186224337667227,0.00420401943847537,0.0197994261980057,0.0370757691562176
2001-12-19,0.0290338229387999,0.039757713675499,0.00317599577829242,0.000983064994215965,0.0266867447644472
2001-12-20,-0.043940830975771,-0.022243469953537,-0.0392861664295197,-0.00576971797272563,0.0014713432174176
2001-12-21,0.0159651637077332,0.0,0.0116836242377758,-0.0043215025216341,0.0124877160415053
2001-12-24,0.0171428862959146,0.00173332972917706,-0.00399769423529506,-0.00471226777881384,-0.00532037299126387
2001-12-26,0.00608610268682241,0.00356874475255609,0.00609489623457193,0.0029902548994869,-0.0141016729176044
2001-12-27,0.0269892942160368,-0.00732758920639753,0.002511793281883,-0.00434780726209283,0.0143033675849438
2001-12-28,0.0163117628544569,0.0124836498871446,0.000294830853817984,-0.00798502005636692,-0.00537243485450745
2001-12-31,-0.0236290991306305,-0.00557517586275935,-0.023869201540947,-0.00477933418005705,-0.015958696603775
2002-01-02,0.0639269277453423,-0.0181132107973099,0.0119245424866676,0.0109946010634303,0.0217065587639809
2002-01-03,0.0120171969756484,0.0151531491428614,0.0326671004295349,-0.00962495803833008,-0.00830281153321266
2002-01-04,0.00466499617323279,0.0465116612613201,-0.00476674595847726,-0.0098448358476162,0.00837232545018196
2002-01-07,-0.0333474427461624,-0.0103359175845981,-0.004934745375067,-0.0114721981808543,-0.0388278402388096
2002-01-08,-0.0126637127250433,-0.0339425578713417,0.0119603229686618,0.00270791840739548,-0.0104166623204947
2002-01-09,-0.0424591302871704,0.013513513840735,-0.00965693593025208,-0.00720171257853508,-0.0102696157991886
2002-01-10,-0.0193995423614979,-0.00800000037997961,0.00829573161900043,-0.00349736609496176,0.00155645585618913
2002-01-11,-0.00847858283668756,-0.019892456009984,-0.00967087410390377,0.00363965658470988,-0.00984203722327948
2002-01-14,0.00475061219185591,-0.0129456967115402,-0.0020405100658536,0.0192979909479618,-0.00863191299140453
2002-01-15,0.0260047819465399,-0.000778033747337759,0.0157733578234911,0.0120712146162987,0.0213719662278891
2002-01-16,-0.0423963144421577,-0.0141268549486995,-0.0241552870720625,0.00276203802786767,-0.0255747325718403
2002-01-17,0.0818093717098236,0.0152319008484483,0.0293207280337811,0.00251609738916159,0.0273064356297255
