,aapl,gs,msft,pg,ge
2001-01-02,0.0,-0.0625365301966667,0.0,0.000796812761109322,-0.0873533263802528
2001-01-03,0.100840337574482,0.152119696140289,0.105187319219112,-0.0493630580604076,0.0928571447730064
2001-01-04,0.0419847331941128,-0.0238095242530107,0.0104302475228906,-0.0309882741421461,0.00522875832393765
2001-01-05,-0.0402930416166782,-0.0432372502982616,0.0141935488209128,0.0363007783889771,-0.0156046813353896
2001-01-08,0.011450381949544,-0.0139049822464585,-0.0038167939055711,0.0216847378760576,-0.0369881093502045
2001-01-09,0.0377358496189117,-0.0152761461213231,0.0587484054267406,-0.0253061223775148,-0.0205761324614286
2001-01-10,-0.036363635212183,0.0357995219528675,0.0205066353082657,-0.0108877718448639,0.00140056025702506
2001-01-11,0.086792454123497,0.0184331797063351,0.0401891246438026,-0.0143945813179016,0.0419580414891243
2001-01-12,-0.0451388880610466,-0.0158371049910784,-0.0272727273404598,-0.0335051529109478,-0.0187919456511736
2001-01-16,-0.00363636366091669,0.0114942528307438,-0.0175233650952578,0.0231111105531454,0.036935705691576
2001-01-17,-0.0182481743395329,0.0,0.00713436398655176,-0.0194613374769688,-0.0145118730142713
2001-01-18,0.111524164676666,-0.0216363631188869,0.0484061390161514,0.0089047197252512,0.0200803205370903
2001-01-19,0.0434782616794109,0.0319767445325851,0.0990990996360779,-0.0123565755784512,-0.0131233595311642
2001-01-22,-0.0128205129876733,0.0197183098644018,-0.0143442619591951,-0.0116175152361393,-0.0265957452356815
2001-01-23,0.064935065805912,0.0254143644124269,0.00727650709450245,0.00452079577371478,0.0204918030649424
2001-01-24,0.0,0.0161637924611568,0.0392156876623631,0.00720072025433183,-0.00803212821483612
2001-01-25,-0.0274390242993832,-0.0365853644907475,-0.01787487603724,0.0,-0.00809716619551182
2001-01-26,-0.018808776512742,0.00990643911063671,0.03538928180933,-0.00983020570129156,-0.0285714287310839
2001-01-29,0.108626201748848,0.0106594320386648,0.0078125,-0.0346570611000061,-0.00549017218872905
2001-01-30,0.00288184429518878,0.0233801994472742,-0.0174418613314629,0.0635751709342003,0.0421360731124878
2001-01-31,-0.00574712641537189,-0.0410554930567741,-0.0364891514182091,0.0104078464210033,-0.00583784794434905
2001-02-01,-0.0231213867664337,0.0391208529472351,0.0214943699538708,0.0293708331882954,0.00543714687228203
2001-02-02,-0.0236686393618584,-0.0358713865280151,-0.0250500999391079,-0.00256923353299499,0.0010815323330462
2001-02-05,-0.0212121214717627,-0.0163215212523937,0.0184994861483574,0.00799886509776115,0.0339239351451397
2001-02-06,0.0464396290481091,-0.028099924325943,0.0100908176973462,-0.00309341936372221,-0.00522466050460935
2001-02-07,-0.0177514795213938,-0.0344194583594799,0.0339660346508026,0.0144360447302461,-0.0136554148048162
2001-02-08,0.0,0.0071292775683105,-0.03768115863204,-0.00385690783150494,0.00404682895168662
2001-02-09,-0.0783132538199425,0.0169891752302647,-0.0502008050680161,0.00120155327022076,-0.0313958339393139
2001-02-12,0.0294117648154497,0.0162412989884615,-0.00634249486029148,0.00146687042433769,0.0405168309807777
2001-02-13,-0.0285714287310839,-0.0328767001628876,-0.00957446824759245,-0.00732350768521428,-0.00736683839932084
2001-02-14,0.0196078438311815,-0.0155807510018349,0.00322234164923429,-0.0115358894690871,-0.0190840009599924
2001-02-15,0.0288461539894342,0.0282973330467939,0.00749464659020305,0.00230693677440286,0.0371811762452126
2001-02-16,-0.0529595017433167,-0.0531716160476208,-0.0255047827959061,0.013268287293613,-0.0204251669347286
2001-02-20,-0.0361842103302479,-0.0541871935129166,-0.0250817891210318,0.0116248372942209,0.0146808214485645
2001-02-21,0.03071672283113,-0.0166666507720947,0.00671140942722559,0.0143970940262079,-0.00817780289798975
2001-02-22,-0.00331125827506185,0.0296609681099653,-0.0188888888806105,-0.00911464262753725,-0.00422834604978561
2001-02-23,0.0,-0.0119341155514121,0.0283125713467598,-0.0140604432672262,-0.0195328705012798
2001-02-26,0.0365448519587517,0.0235318839550018,0.0495594702661037,-0.0522457435727119,0.0389778949320316
2001-02-27,-0.00641025649383664,0.000406849285354838,-0.00314795388840139,-0.00576576637104154,0.00041684988536872
2001-02-28,-0.058064516633749,-0.0670123696327209,-0.00631578965112567,-0.00282881129533052,-0.03125
2001-03-01,0.0273972600698471,-0.00152587890625,0.00609110156074166,-0.0262411125004292,-0.0126881757751107
2001-03-02,0.0266666673123837,-0.00229231617413461,-0.0450118444859982,0.0145666422322392,-0.0291875451803207
2001-03-05,0.0584415569901466,0.00820568948984146,0.0132304299622774,0.00732235657051206,0.0150325810536742
2001-03-06,0.0552147254347801,0.0347259566187859,0.0348204560577869,-0.0158209893852472,0.00754206581041217
2001-03-07,-0.0116279069334269,-0.00419508665800095,0.0210304949432611,-0.00767568964511156,0.012329401448369
2001-03-08,-0.0205882359296083,-0.0337019190192223,-0.0236869212239981,0.0361938625574112,-0.00239235768094659
2001-03-09,-0.0270270276814699,-0.0517711155116558,-0.0432489439845085,-0.0261971913278103,-0.0449094735085964
2001-03-12,-0.0802469104528427,-0.051839105784893,-0.0837927237153053,-0.0128724239766598,-0.0960968434810638
2001-03-13,0.0503355711698532,0.0608559139072895,0.0433213002979755,-0.00161173054948449,0.0689394846558571
2001-03-14,0.0447284355759621,-0.0411381386220455,-0.00346020772121847,-0.0226005427539349,-0.0307111497968435
2001-03-15,-0.0366972461342812,0.0481467433273792,-0.00578703684732318,-0.0249248668551445,0.00121869496069849
2001-03-16,-0.00317460321821272,-0.00454796943813562,0.0162980202585459,-0.00369580346159637,-0.0116845993325114
2001-03-19,0.0477707013487816,0.0387207232415676,-0.00458190171048045,0.0185472127050161,0.012315271422267
2001-03-20,-0.0425531901419163,-0.0426655448973179,-0.0299194473773241,0.0,-0.0255474280565977
2001-03-21,0.0222222227603197,-0.0236618146300316,-0.049822062253952,-0.0409711785614491,-0.0262172091752291
2001-03-22,0.0745341628789902,0.0107059255242348,0.0786516889929771,-0.00712026515975595,-0.0333333127200603
2001-03-23,0.0635838136076927,0.0453962720930576,0.0474537052214146,-0.0406374372541904,0.0607427284121513
2001-03-26,-0.0530434474349022,-0.00634672865271568,-0.00883977860212326,0.00365444202907383,0.00600144686177373
2001-03-27,0.0500459186732769,0.0477364659309387,0.039018951356411,0.0291294641792774,0.0417598895728588
2001-03-28,-0.0306078158318996,-0.0668449178338051,-0.0461373403668404,-0.00176906737033278,-0.00858984980732203
2001-03-29,0.0162381865084171,0.00974210258573294,-0.00337457819841802,-0.0132108861580491,-0.00361005333252251
2001-03-30,-0.0204172655940056,-0.0340522155165672,-0.01241534948349,0.0220407918095589,0.0111110890284181
2001-04-02,-0.021748960018158,-0.0110457679256797,0.0205714292824268,-0.0159744415432215,-0.00143338204361498
2001-04-03,-0.0625289678573608,-0.0338641405105591,-0.0436730124056339,-0.008116883225739,-0.0507176779210567
2001-04-04,-0.0365612544119358,-0.0464887320995331,-0.0269320849329233,-0.00376431341283023,-0.00201617507264018
2001-04-05,0.0702564567327499,0.109248049557209,0.0926594436168671,0.0111713539808989,0.0631313174962997
2001-04-06,-0.013416419737041,-0.0209302678704262,-0.00991189386695623,0.00211212132126093,-0.0220902692526579
2001-04-09,-0.00242832629010081,-0.00237526069395244,0.017130171880126,-0.0217250343412161,0.0201603565365076
2001-04-10,0.0730282366275787,0.0453571155667305,0.0442694425582886,-0.0271793063730001,0.0435714721679688
2001-04-11,-0.0108893681317568,0.0397449657320976,0.0060321819037199,0.00476999627426267,-0.0127766681835055
2001-04-12,0.0284404065459967,0.0295728016644716,0.035642895847559,-0.00305188726633787,0.0330483093857765
2001-04-16,-0.0437109507620335,-0.0236170347779989,-0.022354444488883,0.00595242017880082,-0.00111855112481862
2001-04-17,-0.0485075041651726,0.0143822152167559,0.0113505283370614,-0.0295857973396778,0.0181410424411297
2001-04-18,0.117156930267811,0.0703544914722443,0.0642485469579697,0.00662018731236458,0.0534535944461823
2001-04-19,0.128565087914467,-0.0196688305586576,0.039889968931675,0.0266411062330008,0.0129463132470846
2001-04-20,-0.0264385081827641,-0.0195516292005777,0.0141093339771032,-0.0162822101265192,-0.00845186319202185
2001-04-23,-0.0315495543181896,-0.0282250102609396,-0.0108695654198527,0.000862055807374418,-0.0187109708786011
2001-04-24,-0.0090721370652318,-0.0167813859879971,-0.0102563658729196,-0.0242894031107426,-0.0256355740129948
2001-04-25,0.0287140496075153,0.0155360847711563,0.0316802263259888,0.0162429735064507,0.0395738109946251
2001-04-26,-0.00121354288421571,-0.00355528807267547,-0.00803566072136164,0.012856112793088,0.0311649832874537
2001-04-27,0.0611583702266216,0.0048654405400157,-0.029075575992465,0.0262436121702194,0.0131846154108644
2001-04-30,-0.0270992740988731,-0.0197977609932423,0.00938613247126341,0.00367704150266945,-0.0284284669905901
2001-05-01,0.0172616932541132,0.0170143041759729,0.0357195287942886,0.0687760412693024,0.00783023051917553
2001-05-02,0.0254531372338533,0.0577441826462746,-0.00584289664402604,-0.000467416306491941,0.00388465798459947
2001-05-03,-0.0613012798130512,-0.0204081628471613,-0.0176319275051355,0.00187053962145001,-0.0122199282050133
2001-05-04,0.0316506773233414,0.012499968521297,0.0323945917189121,0.0,0.0294845420867205
2001-05-07,-0.0306796468794346,-0.0122427456080914,0.00890455488115549,0.00591263268142939,0.000600816740188748
2001-05-08,-0.0156249757856131,-0.00791586376726627,0.00952648278325796,-0.0023202090524137,-0.00960767734795809
2001-05-09,-0.0240130312740803,-0.00619418732821941,-0.0230363048613071,0.0262015890330076,-0.00101049384102225
2001-05-10,-0.0408673696219921,-0.00158463465049863,-0.00568183977156878,-0.00528789963573217,0.00809228233993053
2001-05-11,-0.00652172276750207,-0.0175643172115088,-0.00857140682637691,-0.00516397878527641,-0.0164560191333294
2001-05-14,0.0192560404539108,0.0134625742211938,-0.00979827530682087,0.0083969933912158,0.0146909048780799
2001-05-15,-0.00472308322787285,0.00797024462372065,-0.00654837861657143,-0.00105979852378368,0.00844564661383629
2001-05-16,0.0396980307996273,0.0537690930068493,0.0130365760996938,0.0350105687975883,0.0410767197608948
2001-05-17,-0.022829744964838,-0.0200100056827068,-0.0143175795674324,-0.0166935045272112,-0.001915312721394
2001-05-18,-0.000849195348564535,-0.00714647257700562,-0.0011706572258845,0.0049143978394568,0.0168873742222786
2001-05-21,0.00127491622697562,0.0478149242699146,0.010280579328537,-0.0330468751490116,0.00773730594664812
2001-05-22,-0.00254666665568948,0.0136408181861043,0.0220961850136518,-0.0191570874303579,-0.0134831685572863
2001-05-23,-0.011489381082356,-0.0386290811002254,-0.00867587327957153,0.00296878814697266,-0.0252468083053827
2001-05-24,-0.00129138096235693,0.00553872529417276,0.0289814118295908,0.000934686977416277,0.000973769288975745
2001-05-25,-0.0189655404537916,-0.0189283862709999,-0.0112938862293959,-0.0116731515154243,-0.0282101314514875
2001-05-29,-0.0566784217953682,-0.0110249267891049,-0.00803846120834351,0.0179527457803488,-0.00560565758496523
2001-05-30,-0.0787144228816032,-0.0218826923519373,-0.0163490753620863,-0.00417692819610238,-0.013086324557662
2001-05-31,0.00859454367309809,0.00358797307126224,-0.000144560428452678,-0.00201965006999671,-0.000408006075304002
2001-06-01,0.0471177250146866,0.0168243795633316,0.0167677942663431,-0.0113636292517185,0.0
2001-06-04,-0.0110100312158465,-0.00196478608995676,0.00625536637380719,0.00141710205934942,0.00918368902057409
2001-06-05,0.0135527923703194,0.00870372354984283,0.0257134754210711,0.00754722254350781,-0.00546006998047233
2001-06-06,-0.0100287003442645,-0.018592681735754,-0.00330575578846037,0.00920718349516392,-0.00874339789152145
2001-06-07,0.0448625348508358,0.0142348818480968,0.0182421188801527,0.00386578030884266,0.00328204804100096
2001-06-08,-0.01569714397192,-0.0158926825970411,-0.00665035098791122,-0.00985827762633562,-0.0157432109117508
2001-06-11,-0.0600374676287174,-0.0351300165057182,-0.0146194789558649,0.00108898093458265,-0.0153717882931232
2001-06-12,0.0134729808196425,-0.00163027411326766,-0.000554643862415105,0.0178710427135229,0.028902929276228
2001-06-13,0.00787788536399603,-0.0293925199657679,-0.0192841198295355,-0.0083969933912158,-0.0188640970736742
2001-06-14,-0.0288226753473282,-0.0241139680147171,-0.025321839377284,-0.00138562498614192,0.0211076736450195
2001-06-15,0.0281690843403339,0.0262038707733154,-0.0127722043544054,-0.0348443128168583,-0.00102331629022956
2001-06-18,-0.0053816344588995,-0.00716764898970723,-0.0167597681283951,-0.00718844961374998,0.00389261660166085
2001-06-19,-0.00688634486868978,-0.00530176190659404,0.00657898420467973,0.00418339995667338,-0.0026530830655247
2001-06-20,0.0733035877346992,0.00249491073191166,0.0310458112508059,0.00224322057329118,0.0388786904513836
2001-06-21,0.0378403179347515,0.0520361810922623,0.00619496684521437,-0.00319745438173413,0.00945439282804728
2001-06-22,-0.0102267470210791,-0.00967743620276451,-0.0144615489989519,0.0149158034473658,0.0119024505838752
2001-06-25,0.0777178555727005,-0.012486444786191,0.000290522206341848,-0.00758532807230949,-0.0310451332479715
2001-06-26,-0.0100041590631008,-0.00714671704918146,0.0187363978475332,0.016879003494978,-0.0290547087788582
2001-06-27,-0.017263151705265,-0.0310077853500843,0.0142572000622749,-0.00720324274152517,-0.0108629344031215
2001-06-28,0.00856901332736015,-0.0102857314050198,0.0224908422678709,0.0039432174526155,0.0126398801803589
2001-06-29,-0.0123194949701428,-0.00923782214522362,0.00357440393418074,0.00235660187900066,-0.0024554724805057
2001-07-02,0.0279569737613201,-0.0139860669150949,-0.0328767336905003,0.0105015989392996,0.0297436062246561
2001-07-03,-0.00251043797470629,-0.00709218066185713,-0.00184132088907063,0.00201639905571938,-0.0137450685724616
2001-07-05,-0.0272650849074125,0.0,-0.0278132408857346,-0.00108358659781516,-0.0177741292864084
2001-07-06,-0.0500215515494347,-0.010714303702116,-0.0357612669467926,0.00728345289826393,-0.0325975194573402
2001-07-09,0.0304130762815475,-0.0143200345337391,-0.00560089526697993,0.0175384525209665,-0.000853079895023257
2001-07-10,-0.0687225237488747,-0.00378470495343208,-0.018419835716486,0.0131539572030306,-0.0232657454907894
2001-07-11,0.0662252381443977,0.0,0.0313274897634983,0.025966240093112,-0.025131069123745
2001-07-12,0.0807453244924545,0.0606618225574493,0.076691709458828,0.0,0.0535754188895226
2001-07-13,0.0201149322092533,-0.00462162354961038,-0.00363131472840905,-0.00887273624539375,0.00957448408007622
2001-07-16,-0.0358149409294128,-0.0319210663437843,-0.00224272557534277,0.0148224560543895,-0.0259220134466887
2001-07-17,0.0475793555378914,0.0293764621019363,0.00899128150194883,0.011279808357358,-0.00237993523478508
2001-07-18,-0.171713128685951,-0.0215491969138384,-0.0174046233296394,-0.00500505324453115,0.000867510621901602
2001-07-19,-0.0399231277406216,-0.0119047621265054,0.0283406544476748,-0.0117051675915718,0.00715055270120502
2001-07-20,0.00100202695466578,-0.000602446380071342,-0.0467135086655617,-0.00438665086403489,0.00322722736746073
