date;vwretd;rf;mprem
2013-09-30;0.03747036;1.68984364385949e-05;0.037453461563561406
2013-10-31;0.03989509;2.9572699664859314e-05;0.03986551730033514
2013-11-29;0.02496603;2.1123157644797885e-05;0.024944906842355202
2013-12-31;0.02613987;1.267377063340902e-05;0.02612719622936659
2014-01-31;-0.0299865;4.2247260252370467e-05;-0.03002874726025237
2014-02-28;0.04618626;2.534790256736308e-05;0.04616091209743264
2014-03-31;0.004501169;1.4786100351438236e-05;0.004486382899648562
2014-04-30;0.001670388;8.449152013589867e-06;0.0016619388479864102
2014-05-30;0.0202225;1.9010799358287755e-05;0.020203489200641713
2014-06-30;0.02796136;1.2673773273963462e-05;0.027948686226726038
2014-07-31;-0.02053673;4.224556228393794e-06;-0.020540954556228393
2014-08-29;0.04020714;4.224555935072871e-06;0.04020291544406493
2014-09-30;-0.02513202;1.267377063340902e-05;-0.02514469377063341
2014-10-31;0.02119622;2.1122732429823543e-06;0.02119410772675702
2014-11-28;0.02115908;4.224556228393794e-06;0.021154855443771606
2014-12-31;-0.00362207;8.449152013589867e-06;-0.0036305191520135897
2015-01-30;-0.02720094;-1.6897845786290056e-05;-0.02718404215421371
2015-02-27;0.05602062;-4.22451813908431e-06;0.056024844518139084
2015-03-31;-0.0104534;2.9572627783913674e-05;-0.010482972627783914
2015-04-30;0.008715708;-4.224517845874409e-06;0.008719932517845875
2015-05-29;0.01034533;2.1122732429823543e-06;0.010343217726757017
2015-06-30;-0.01926209;-3.8019397704869284e-05;-0.01922407060229513
2015-07-31;0.01211286;2.534790256736308e-05;0.012087512097432637
2015-08-31;-0.06004574;-6.336765015602097e-06;-0.0600394032349844
2015-09-30;-0.03376905;-2.3234364306845556e-05;-0.033745815635693156
2015-10-30;0.07402217;2.1123157644797885e-05;0.0740010468423552
2015-11-30;0.002448751;0.00010139926823415912;0.0023473517317658408
2015-12-31;-0.02228775;5.703474783902429e-05;-0.022344784747839023
2016-01-29;-0.05709377;0.00019014244287962612;-0.05728391244287963
2016-02-29;0.0006867422;0.0001859145187477207;0.0005008276812522793
2016-03-31;0.07051735;6.33723739058567e-05;0.07045397762609415
2016-04-29;0.01181701;0.00010985073949609792;0.011707159260503901
